what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1370285752579
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370285753599
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370286219812
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370286221706
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370286622896
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1370286625042
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370286627409
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370286633761
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370286634616
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370286650994
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1370286652668
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1370286654061
